"","Title","Prod_year","Is_sequel","Run_time","Creative_type","Source","Prod_method","Genre","Prod_budget","Dom_BO","Intl_BO","Total_BO","Infl_Adj_Dom_BO","MPAA_rating","Rel_date_TH","Keywords","Prod_company","Opening_rev","Opening_theaters"
"419","Edward Scissorhands",1990,0,107,"Fantasy","Original Screenplay","Live Action","Comedy",20000000,53976987,0,53976987,113883403,"PG-13",1990-12-07,"Edward Scissorhands - Inventor","20th Century Fox",0,0
"420","Kindergarten Cop",1990,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",26000000,91457688,110542312,2.02e+08,193105436,"PG-13",1990-12-21,"Kindergarten Cop - Undercover",NA,11260685,1833
"421","The Godfather: Part III",1990,1,NA,"Historical Fiction",NA,"Live Action","Drama",54000000,66520529,0,66520529,140401220,"R",1990-12-25,"The Godfather: Part III - Mafia",NA,19558558,1901
"422","Showdown in Little Tokyo",1991,0,78,"Contemporary Fiction","Original Screenplay","Live Action","Action",8000000,2275557,0,2275557,4810557,"R",1991-01-01,NA,NA,0,0
"423","Johnny Suede",1991,0,97,NA,"Original Screenplay","Live Action","Drama",500000,55000,0,55000,116270,"R",1991-01-01,NA,"Vega Film",0,0
"424","Return to the Blue Lagoon",1991,1,98,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",11000000,2000000,0,2e+06,4228025,"PG-13",1991-01-01,NA,NA,0,0
"425","Straight out of Brooklyn",1991,0,NA,NA,NA,NA,NA,450000,2712293,0,2712293,5733825,"R",1991-01-01,NA,NA,0,0
"426","Warlock",1991,0,NA,"Science Fiction","Original Screenplay","Live Action","Horror",7000000,8824553,0,8824553,18655228,"R",1991-01-10,"Warlock - Time Travel",NA,0,0
"427","Flight of the Intruder",1991,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Action",35000000,14471440,0,14471440,30592824,"PG-13",1991-01-18,"Flight of the Intruder - Vietnam War",NA,5725133,1489
"428","White Fang",1991,0,104,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",14000000,34729091,0,34729091,73417791,"PG",1991-01-18,"White Fang - Animal Lead","Hybrid Productions",5640712,1108
"429","The Silence of the Lambs",1991,0,118,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",20000000,130726716,145000000,275726716,276358136,"R",1991-02-14,"The Silence of the Lambs - Serial Killer",NA,13766814,1497
"430","Haakon Haakonsen",1991,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",8500000,15024232,0,15024232,31761439,"PG",1991-03-01,"Haakon Haakonsen - Pirates",NA,3871766,1386
"431","The Doors",1991,0,NA,"Dramatization","Based on Real Life Events","Live Action","Drama",40000000,34416893,0,34416893,72757794,"R",1991-03-01,"The Doors - Biography",NA,9151800,840
"432","Nikita",1991,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",7000000,5017971,0,5017971,10608061,"R",1991-03-08,"Nikita - Hitmen",NA,0,0
"433","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,1,NA,"Fantasy","Based on Comic/Graphic Novel","Live Action","Adventure",25000000,78656813,0,78656813,166281619,"PG",1991-03-22,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze - Mutants",NA,20030473,2868
"434","Stone Cold",1991,0,95,"Contemporary Fiction","Original Screenplay","Live Action","Action",25000000,9286314,0,9286314,19631398,"R",1991-05-17,"Stone Cold - Mafia",NA,2811154,1729
"435","Hudson Hawk",1991,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Action",65000000,17218916,0,17218916,36401027,"R",1991-05-24,NA,NA,7082820,2071
"436","Robin Hood: Prince of Thieves",1991,0,143,"Historical Fiction","Based on Folk Tale/Legend/Fairytale","Live Action","Adventure",50000000,165493908,225006092,390500000,349856472,"PG-13",1991-06-14,NA,"Morgan Creek Productions",25625602,3175
"437","The Naked Gun 2½: The Smell of Fear",1991,1,NA,"Contemporary Fiction","Based on TV","Live Action","Comedy",23000000,86930411,0,86930411,183772122,"PG-13",1991-06-28,"The Naked Gun 2½: The Smell of Fear - Spoof",NA,20817139,2378
"438","Terminator 2: Judgment Day",1991,1,136,"Science Fiction","Original Screenplay","Animation/Live Action","Action",100000000,203464105,311955722,515419827,428337616,"R",1991-07-02,"Terminator 2: Judgment Day - Visual Effects","Carolco Pictures",31765506,2274
"439","Point Break",1991,0,120,"Contemporary Fiction","Original Screenplay","Live Action","Action",24000000,43218387,40313571,83531958,91364285,"R",1991-07-12,"Point Break - Undercover","Johnny Utah Productions",8514616,1615
"440","Boyz n the Hood",1991,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Drama",6500000,56190094,10540,56200634,118786654,"R",1991-07-12,"Boyz n the Hood - Black Urban",NA,10023462,829
"441","Bill & Ted's Bogus Journey",1991,1,93,"Fantasy","Original Screenplay","Live Action","Adventure",20000000,37537675,0,37537675,79355177,"PG",1991-07-19,"Bill & Ted's Bogus Journey - Time Travel",NA,10241268,1620
"442","Slacker",1991,0,NA,NA,NA,NA,NA,23000,1227508,0,1227508,2594964,"R",1991-08-01,NA,NA,0,0
"443","Double Impact",1991,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Action",16000000,29090445,0,29090445,61497612,"R",1991-08-09,"Double Impact - Twins",NA,7574703,1735
"444","Harley Davidson and the Marlboro Man",1991,0,98,"Science Fiction","Original Screenplay","Live Action","Action",23000000,7018525,0,7018525,14837261,"R",1991-08-23,NA,NA,2200549,1196
"445","Beastmaster 2: Through the Portal of Time",1991,1,NA,"Fantasy","Based on Fiction Book/Short Story",NA,NA,6000000,773490,0,773490,1635161,NA,1991-08-30,"Beastmaster 2: Through the Portal of Time - Sword & Sorcerer",NA,0,0
"446","Freddy’s Dead: The Final Nightmare",1991,1,89,"Contemporary Fiction","Original Screenplay","Live Action","Horror",5000000,34872033,0,34872033,73719973,"R",1991-09-13,"Freddy's Dead: The Final Nightmare - Teenage Slasher","New Line Cinema",12966525,1862
"447","The Fisher King",1991,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Drama",24000000,41798224,0,41798224,88362039,"R",1991-09-20,NA,NA,0,0
"448","My Own Private Idaho",1991,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Black Comedy",2500000,6401336,0,6401336,13532512,"R",1991-09-29,"My Own Private Idaho - Gay/Lesbian",NA,0,0
"449","House Party 2",1991,1,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",5000000,19438638,0,19438638,41093552,"R",1991-10-23,NA,NA,6027105,1165
"450","Due occhi diabolici",1991,0,NA,NA,NA,NA,NA,9000000,349618,0,349618,739092,NA,1991-10-25,NA,NA,0,0
"451","Cape Fear",1991,0,128,"Contemporary Fiction","Remake","Live Action","Thriller/Suspense",35000000,79091969,103200000,182291969,167201541,"R",1991-11-15,"Cape Fear - Revenge","Tribeca Productions",10261025,924
"452","The Addams Family",1991,0,99,"Fantasy","Based on TV","Live Action","Comedy",30000000,113502246,78000000,191502246,240047534,"PG-13",1991-11-22,NA,NA,24203754,2411
"453","My Girl",1991,0,102,"Historical Fiction","Original Screenplay","Live Action","Comedy",16500000,58011485,0,58011485,122637105,"PG-13",1991-11-27,NA,NA,12391783,2080
"454","Star Trek VI: The Undiscovered Country",1991,1,NA,"Science Fiction","Based on TV","Live Action","Action",27000000,74888996,22011004,96900000,158443193,"PG",1991-12-06,"Star Trek VI: The Undiscovered Country - Visual Effects",NA,18162837,1804
"455","Hook",1991,0,135,"Kids Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",70000000,119654823,181200000,300854823,253803303,"PG",1991-12-11,"Hook - Visual Effects","TriStar Pictures",13522535,2197
"456","JFK",1991,0,189,"Dramatization","Based on Fiction Book/Short Story","Live Action","Drama",40000000,70405498,134994502,205400000,149666272,"R",1991-12-20,"JFK - Mafia","Camelot Pictures",5223658,1164
"457","The Prince of Tides",1991,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",30000000,74787599,0,74787599,159172780,"R",1991-12-25,NA,NA,10035412,1405
"458","Fried Green Tomatoes",1991,0,136,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",11000000,81204830,0,81204830,174078874,"PG-13",1991-12-27,"Fried Green Tomatoes - Non-Chronological",NA,0,0
"459","Medicine Man",1992,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Drama",40000000,44948240,0,44948240,96395019,"PG-13",1992-02-07,NA,NA,8494271,1304
"460","Wayne's World",1992,0,95,"Contemporary Fiction","Based on TV","Live Action","Comedy",20000000,121697323,61400000,183097323,260989438,"PG-13",1992-02-14,"Wayne's World - Rock 'n' Roll",NA,18122710,1768
"461","Radio Flyer",1992,0,113,"Historical Fiction","Original Screenplay","Live Action","Drama",35000000,4651977,0,4651977,9976526,"PG-13",1992-02-21,"Radio Flyer - Dysfunctional Family","Stonebridge Entertainment",1932595,940
"462","Memoirs of an Invisible Man",1992,0,NA,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Comedy",40000000,14358033,0,14358033,30791917,"PG-13",1992-02-28,NA,NA,4601954,1753
"463","The Lawnmower Man",1992,0,NA,"Science Fiction","Original Screenplay","Live Action","Action",10000000,32100816,0,32100816,68842710,"R",1992-03-06,NA,NA,7751971,1276
"464","My Cousin Vinny",1992,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",11000000,52929168,0,52929168,113510742,"R",1992-03-13,"My Cousin Vinny - Courtroom Drama",NA,7416751,1227
"465","Howards End",1992,0,140,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",8000000,26124872,193071,26317943,55899672,"PG",1992-03-13,"Howards End - Costume Drama","Merchant Ivory Productions",52568,1
"466","The Player",1992,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Black Comedy",8000000,21706101,7170601,28876702,46550427,"R",1992-04-10,"The Player - Movie Business",NA,0,0
"467","A Midnight Clear",1992,0,NA,NA,NA,NA,NA,5000000,1526697,0,1526697,3274114,"R",1992-04-24,NA,NA,0,0
"468","Split Second",1992,0,NA,"Science Fiction","Original Screenplay","Live Action","Action",7000000,5430822,0,5430822,11646816,"R",1992-05-01,NA,NA,2224485,1085
"469","Lethal Weapon 3",1992,1,118,"Contemporary Fiction","Original Screenplay","Live Action","Action",35000000,144731527,174968473,319700000,310388087,"R",1992-05-15,"Lethal Weapon 3 - Buddy Cop",NA,33243086,3200
"470","Alien 3",1992,1,NA,"Science Fiction","Original Screenplay","Live Action","Action",55000000,54927174,103572826,158500000,117795621,"R",1992-05-22,"Alien&sup3; - Film Noir",NA,23141188,2227
"471","Patriot Games",1992,0,117,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Action",45000000,83287363,94812637,178100000,178616272,"R",1992-06-05,"Patriot Games - Revenge","Mace Neufeld",18511191,2365
"472","Batman Returns",1992,1,126,"Super Hero","Original Screenplay","Live Action","Action",80000000,162833635,103990656,266824291,349209478,"PG-13",1992-06-18,"Batman Returns - D.C. Comics",NA,45687710,2644
"473","Boomerang",1992,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",42000000,70052444,61000000,131052444,150232943,"R",1992-07-01,"Boomerang - African-American",NA,13640706,2127
"474","A League of Their Own",1992,0,128,"Historical Fiction","Original Screenplay","Live Action","Comedy",40000000,107533925,24906141,132440066,230614922,"PG",1992-07-01,"A League of Their Own - Baseball",NA,13739456,1782
"475","Death Becomes Her",1992,0,104,"Fantasy","Original Screenplay","Live Action","Comedy",55000000,58422650,90600000,149022650,125291939,"PG-13",1992-07-31,NA,"Universal Pictures",12110355,1409
"476","Buffy the Vampire Slayer",1992,0,86,"Fantasy","Original Screenplay","Live Action","Horror",7000000,14231669,0,14231669,30520921,"PG-13",1992-07-31,"Buffy the Vampire Slayer - Vampire",NA,4515541,1959
"477","Raising Cain",1992,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",11000000,21171695,0,21171695,45404356,"R",1992-08-07,"Raising Cain - Mental Illness",NA,6203835,1661
"478","Unforgiven",1992,0,130,"Historical Fiction","Original Screenplay","Live Action","Western",14400000,101157447,58000000,159157447,217089797,"R",1992-08-07,"Unforgiven - Revenge","Warner Bros.",15018007,2071
"479","Light Sleeper",1992,0,NA,NA,NA,NA,NA,5000000,1050861,0,1050861,2253649,"R",1992-09-21,NA,NA,0,0
"480","The Last of the Mohicans",1992,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Action",40000000,75505856,0,75505856,161941632,"R",1992-09-25,"The Last of the Mohicans - War",NA,10976661,1491
"481","Glengarry Glen Ross",1992,0,NA,"Contemporary Fiction","Based on Play","Live Action","Drama",12500000,10725228,0,10725228,23001089,"R",1992-09-30,NA,NA,2104402,416
"482","Hero",1992,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",42000000,19487173,47300000,66787173,41791766,"PG-13",1992-10-02,"Hero - News",NA,5210875,1826
"483","The Mighty Ducks",1992,0,104,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",10000000,50752337,0,50752337,108870131,"PG",1992-10-02,"The Mighty Ducks - Hockey",NA,6035133,1280
"484","Reservoir Dogs",1992,0,NA,NA,NA,NA,NA,1200000,2832029,0,2832029,6073502,"R",1992-10-23,"Reservoir Dogs - Non-Chronological",NA,0,0
"485","Aladdin",1992,0,90,"Fantasy","Based on Folk Tale/Legend/Fairytale","Hand Animation","Adventure",28000000,217350219,286700000,504050219,466610402,"G",1992-11-11,"Aladdin - Prince/Princess","Walt Disney Animation Studios",196664,2
"486","Bram Stoker's Dracula",1992,0,123,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Horror",40000000,82522790,133339902,215862692,176976580,"R",1992-11-13,"Dracula - Monster","Columbia Pictures",30521679,2491
"487","Malcolm X",1992,0,NA,"Dramatization","Based on Fiction Book/Short Story","Live Action","Drama",35000000,48169910,0,48169910,103304142,"PG-13",1992-11-18,"Malcolm X - Biography",NA,9871125,1124
"488","Home Alone 2: Lost in New York",1992,1,120,"Contemporary Fiction","Original Screenplay","Live Action","Adventure",20000000,173585516,185409334,358994850,372393266,"PG",1992-11-20,"Home Alone 2: Lost in New York - Christmas",NA,31126882,2222
"489","The Crying Game",1992,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Drama",4000000,62546695,0,62546695,134432293,"R",1992-11-25,"The Crying Game - Surprise Twist",NA,0,0
"490","The Bodyguard",1992,0,129,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",25000000,121945720,288954280,410900000,261643366,"R",1992-11-25,"The Bodyguard - Musicians","Warner Bros",16611793,1717
"491","The Muppet Christmas Carol",1992,1,85,"Historical Fiction","Based on TV","Live Action","Comedy",12000000,27281507,211411,27492918,58507327,"G",1992-12-11,"The Muppet Christmas Carol - Christmas",NA,5010109,2075
"492","A Few Good Men",1992,0,138,"Contemporary Fiction","Based on Play","Live Action","Drama",33000000,141340178,95159822,236500000,303443302,"R",1992-12-11,"A Few Good Men - Lawyers","Castle Rock Entertainment",15517468,1925
"493","Hoffa",1992,0,132,"Dramatization","Based on Real Life Events","Live Action","Drama",35000000,23365858,5025615,28391473,50147958,"R",1992-12-25,"Hoffa - Mafia","Jersey Films",6406012,1066
"494","Return of the Living Dead 3",1993,0,NA,NA,NA,"Live Action","Horror",2000000,21000,0,21000,45141,NA,1993-01-01,"Return of the Living Dead 3 - Zombies",NA,0,0
"495","Ed and his Dead Mother",1993,0,NA,NA,NA,NA,NA,1800000,673,0,673,1442,NA,1993-01-01,NA,NA,0,0
"496","Nowhere to Run",1993,0,94,"Contemporary Fiction","Original Screenplay","Live Action","Action",15000000,22189039,30000000,52189039,47701072,"R",1993-01-15,NA,NA,8203255,1745
"497","Alive",1993,0,125,"Dramatization","Based on Fiction Book/Short Story","Live Action","Adventure",32000000,36299670,0,36299670,78035520,"R",1993-01-15,"Alive - Cannibalism","Touchstone Pictures",8624292,1132
"498","Loaded Weapon 1",1993,0,83,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",13000000,27979399,0,27979399,60148941,"PG-13",1993-02-05,"Loaded Weapon 1 - Spoof","Katja Productions",9202722,1989
"499","Groundhog Day",1993,0,102,"Fantasy","Original Screenplay","Live Action","Romantic Comedy",14600000,70906973,0,70906973,152432863,"PG",1993-02-12,"Groundhog Day - News",NA,14652108,1640
"500","Dead Alive",1993,0,104,NA,"Original Screenplay","Live Action","Horror",3000000,242623,0,242623,521576,NA,1993-02-12,"Braindead - Zombies",NA,0,0
"501","Army of Darkness",1993,1,89,"Fantasy","Original Screenplay","Live Action","Horror",11000000,11502976,10000000,21502976,24728614,"R",1993-02-19,"Army of Darkness - Time Travel",NA,4424535,1387
"502","El Mariachi",1993,0,81,NA,"Original Screenplay","Live Action","Action",7000,2040920,1008,2041928,4387478,"R",1993-02-26,NA,NA,0,0
"503","Teenage Mutant Ninja Turtles III",1993,1,NA,"Fantasy","Based on Comic/Graphic Novel","Live Action","Adventure",21000000,42273609,0,42273609,90878042,"PG",1993-03-19,"Teenage Mutant Ninja Turtles III - Mutants",NA,12419597,2087
"504","The Adventures of Huck Finn",1993,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",6500000,24103594,0,24103594,51816904,"PG",1993-04-02,NA,NA,5033029,1786
"505","Bound by Honor",1993,0,NA,NA,"Original Screenplay","Live Action",NA,35000000,4496583,0,4496583,9666566,"R",1993-04-16,"Bound by Honor - Prison",NA,0,0
"506","The Dark Half",1993,0,121,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Horror",15000000,9579068,0,9579068,20592678,"R",1993-04-23,NA,NA,3250883,1563
"507","Much Ado About Nothing",1993,0,NA,"Historical Fiction","Based on Play","Live Action","Romantic Comedy",8000000,22549338,0,22549338,48475630,"PG-13",1993-05-07,NA,NA,0,0
